# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul  5 11:28:47 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_glon not null
# CONSTRAINT:  and st_glat not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_radverr1:    Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Radial Velocity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_facility,pl_mnum,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
7 CMa,c,7 CMa c,Radial Velocity,2,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,0.080000,0.050000,-0.040000,0,90.000,,,0,,,,,0,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0,4826.00,45.00,-55.00,0,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,2019-10-24,14.900,0.900,-1.100,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,228.688399,-11.796021,,,,,3.19,0.06,-0.07,0,1.063,0.012,-0.008,0
70 Vir,b,70 Vir b,Radial Velocity,1,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,0.398800,0.001900,-0.001900,0,,,,,,,,,0,17.91,0.06,-0.06,0,17.91,0.06,-0.06,0,5495.00,,,0,1.09,,,0,1.89,,,0,2018-12-06,316.200,0.780,-0.780,0,,,,,,,,,,,,,,,,,Lick Observatory,0,337.665279,74.100664,4.60,0.10,-0.10,0,3.95,,,0,,,,
75 Cet,b,75 Cet b,Radial Velocity,1,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,0.117000,0.048000,-0.048000,0,,,,,,,,,0,83.15,0.72,-0.72,0,83.15,0.72,-0.72,0,4846.00,18.00,-18.00,0,2.49,0.02,-0.27,0,10.50,1.00,-1.00,0,2015-09-03,38.300,2.000,-2.000,0,,,,,,,,,,,,,,,,,Okayama Astrophysical Observatory,0,169.944194,-54.441590,-6.21,0.13,-0.13,0,2.63,0.05,-0.05,0,1.730,,,0
8 UMi,b,8 UMi b,Radial Velocity,1,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,0.060000,0.090000,-0.090000,0,,,,,,,,,0,163.32,0.65,-0.65,0,163.32,0.65,-0.65,0,4847.00,7.00,-7.00,0,1.44,0.19,-0.19,0,10.30,0.57,-0.57,0,2018-09-06,46.100,4.000,-4.000,0,,,,,,,,,,,,,,,,,Bohyunsan Optical Astronomical Observatory,0,112.794978,39.661130,-9.20,0.14,-0.14,0,2.57,0.03,-0.03,0,,,,
81 Cet,b,81 Cet b,Radial Velocity,1,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,0.206000,0.029000,-0.029000,0,,,,,,,,,0,101.53,1.22,-1.22,0,101.53,1.22,-1.22,0,4785.00,25.00,-25.00,0,2.40,0.10,-0.40,0,11.00,2.00,-1.00,0,2014-05-14,62.800,1.500,-1.500,0,,,,,,,,,,,,,,,,,Okayama Astrophysical Observatory,0,174.486548,-55.249930,9.25,0.13,-0.13,0,2.35,0.08,-0.08,0,1.778,,,0
91 Aqr,b,91 Aqr b,Radial Velocity,1,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,,,,,,,,,0,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0,4665.00,18.00,-18.00,0,1.40,0.10,-0.10,0,11.00,0.10,-0.10,0,2014-05-14,91.500,,,0,,,,,,,,,,,,,,,,,Lick Observatory,0,67.071988,-61.112023,-25.75,0.07,-0.07,0,2.52,0.05,-0.05,0,,,,
AU Mic,b,AU Mic b,Transit,1,8.46321000,0.00004000,-0.00004000,0,0.066000,0.007000,-0.006000,0,0.100000,0.170000,-0.090000,0,,,,0,4.40000,,,1,0,9.79,0.04,-0.04,0,9.72,0.00,0.00,0,3700.00,100.00,-100.00,0,0.50,0.03,-0.03,0,0.75,0.03,-0.03,0,2020-06-24,28.000,,,1,,,,0,,,,0,4.203,0.202,-0.202,0,0.1458333,0.0262500,-0.0245833,0,Transiting Exoplanet Survey Satellite (TESS),0,12.654539,-36.802415,-6.31,0.29,-0.29,0,,,,0,-1.046,,,0
BD+03 2562,b,BD+03 2562 b,Radial Velocity,1,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,,,,,,,,,0,2618.00,564.00,-564.00,0,1106.93,66.80,-66.80,0,4095.00,20.00,-20.00,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,2017-06-15,155.700,1.000,-3.300,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,269.325351,61.573487,50.88,0.06,-0.06,0,1.89,0.10,-0.10,0,2.700,0.140,-0.140,0
BD+14 4559,b,BD+14 4559 b,Radial Velocity,1,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,0.290000,0.030000,-0.030000,0,,,,,,,,,0,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0,4864.00,101.00,-101.00,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,2018-09-06,55.200,2.300,-2.300,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,64.417655,-22.630868,-44.30,0.30,-0.30,0,4.26,0.29,-0.29,0,,,,
BD+15 2375,b,BD+15 2375 b,Radial Velocity,1,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,,,,,,,,,0,774.00,165.00,-165.00,0,785.38,45.98,-45.98,0,4649.00,30.00,-30.00,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,2016-02-04,38.300,2.300,-1.000,0,,,,,,,,,,,,,,,,,Roque de los Muchachos Observatory,0,249.002386,70.272589,-9.65,0.03,-0.03,0,2.61,0.12,-0.12,0,1.570,0.100,-0.100,0
BD+15 2940,b,BD+15 2940 b,Radial Velocity,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,,,,,0,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0,4796.00,117.00,-117.00,0,1.10,0.20,-0.20,0,14.70,2.80,-2.80,0,2014-05-14,42.700,4.400,-4.400,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,28.104434,44.780297,36.71,0.16,-0.16,0,2.80,0.45,-0.45,0,2.010,0.750,-0.750,0
BD+20 2457,b,BD+20 2457 b,Radial Velocity,2,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,0.150000,0.030000,-0.030000,0,,,,,,,,,0,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2018-09-06,322.400,9.600,-9.600,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,216.044637,53.952466,145.77,0.19,-0.19,0,1.77,0.19,-0.19,0,,,,
BD+20 2457,c,BD+20 2457 c,Radial Velocity,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,,,,,0,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2014-05-14,160.030,7.210,-7.210,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,216.044637,53.952466,145.77,0.19,-0.19,0,1.77,0.19,-0.19,0,,,,
BD+20 274,b,BD+20 274 b,Radial Velocity,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,,,,,0,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0,4296.00,10.00,-10.00,0,0.80,0.20,-0.20,0,17.30,0.90,-0.90,0,2015-09-18,121.400,6.400,-6.400,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,138.974211,-40.233372,8.39,0.38,-0.38,0,1.99,0.05,-0.05,0,1.960,0.180,-0.180,0
BD+48 738,b,BD+48 738 b,Radial Velocity,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,,,,,0,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0,4414.00,15.00,-15.00,0,0.74,0.39,-0.39,0,11.00,1.00,-1.00,0,2015-08-13,31.900,2.600,-2.600,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,140.808446,-9.378616,-5.81,0.26,-0.26,0,2.24,0.06,-0.06,0,1.690,0.330,-0.330,0
BD+48 740,b,BD+48 740 b,Radial Velocity,1,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,0.760000,0.050000,-0.090000,0,,,,,,,,,0,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0,4534.00,8.00,-8.00,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,2018-02-01,54.000,5.200,-8.000,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,141.109069,-9.965250,-45.93,0.00,0.00,0,2.48,0.04,-0.04,0,1.640,0.120,-0.120,0
BD+49 828,b,BD+49 828 b,Radial Velocity,1,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,0.350000,0.240000,-0.100000,0,,,,,,,,,0,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0,4943.00,30.00,-30.00,0,1.52,0.22,-0.22,0,7.60,1.30,-1.30,0,2015-02-05,18.800,6.200,-2.000,0,,,,,,,,,,,,,,,,,McDonald Observatory,0,143.617860,-7.801619,3.61,0.26,-0.26,0,2.85,0.09,-0.09,0,1.470,0.130,-0.130,0
BD-08 2823,b,BD-08 2823 b,Radial Velocity,2,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.150000,0.150000,-0.150000,0,,,,,,,,,0,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2018-09-06,6.500,0.100,-0.100,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,248.496598,34.756008,53.34,0.00,0.00,0,4.43,0.22,-0.22,0,,,,
BD-08 2823,c,BD-08 2823 c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,,,,,0,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2014-05-14,13.400,1.000,-1.000,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,248.496598,34.756008,53.34,0.00,0.00,0,4.43,0.22,-0.22,0,,,,
BD-10 3166,b,BD-10 3166 b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,0.020000,0.020000,-0.020000,0,,,,,,,,,0,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,5393.00,44.00,-44.00,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,2018-09-06,60.900,1.400,-1.400,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,263.285621,43.238484,26.40,2.00,-2.00,0,4.69,0.06,-0.06,0,,,,
BD-11 4672,b,BD-11 4672 b,Radial Velocity,1,1667.00000000,33.00000000,-31.00000000,0,2.280000,0.070000,-0.070000,0,0.050000,0.060000,-0.040000,0,,,,,,,,,0,27.30,,,0,27.19,0.03,-0.03,0,4475.00,100.00,-100.00,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,2015-01-08,13.400,1.000,-1.000,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,20.544276,-1.360142,-87.30,0.68,-0.68,0,4.10,0.36,-0.36,0,,,,
BD-13 2130,b,BD-13 2130 b,Radial Velocity,1,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,0.210000,0.070000,-0.070000,0,,,,,,,,,0,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,4545.00,71.00,-71.00,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,2018-09-06,137.600,9.100,-9.100,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,230.520556,3.531328,18.31,0.01,-0.01,0,2.20,0.20,-0.20,0,,,,
BD-17 63,b,BD-17 63 b,Radial Velocity,1,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,,,,,,,,,0,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,4714.00,93.00,-93.00,0,0.74,0.03,-0.03,0,0.69,,,0,2014-05-14,173.300,1.700,-1.700,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,95.838660,-77.878025,3.40,0.78,-0.78,0,4.26,0.24,-0.24,0,-0.678,0.040,-0.043,0
CoRoT-10,b,CoRoT-10 b,Transit,1,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,3.70000,0.83000,-0.83000,0,0,345.00,70.00,-70.00,0,341.65,4.03,-4.03,0,5075.00,75.00,-75.00,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,2014-05-14,301.000,10.000,-10.000,0,600,23,-23,0,874.00000,50.85000,-50.85000,0,10.870,0.780,-0.780,0,0.1242000,0.0025000,-0.0025000,0,CoRoT,0,37.360770,-6.952866,15.33,0.01,-0.01,0,4.65,0.10,-0.10,0,,,,
CoRoT-11,b,CoRoT-11 b,Transit,1,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,0.000000,,,0,83.170,0.150,-0.150,0,0.99000,0.15000,-0.15000,0,0,560.00,30.00,-30.00,0,666.35,24.68,-24.68,0,6440.00,120.00,-120.00,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,2014-05-14,280.000,40.000,-40.000,0,1657,55,-55,0,740.51000,108.06000,-108.06000,0,16.030,0.340,-0.340,0,0.1042000,0.0006000,-0.0006000,0,CoRoT,0,37.240052,4.630184,40.15,0.36,-0.36,0,4.22,0.23,-0.23,0,,,,
CoRoT-12,b,CoRoT-12 b,Transit,1,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.41100,0.12900,-0.09400,0,0,1150.00,85.00,-85.00,0,1161.12,57.69,-57.69,0,5675.00,80.00,-80.00,0,1.08,0.08,-0.07,0,1.12,0.10,-0.09,0,2014-05-14,125.500,8.000,-7.500,0,1442,58,-58,0,291.43800,22.24700,-20.65800,0,16.140,1.460,-1.460,0,0.1072600,0.0008900,-0.0009000,0,CoRoT,0,213.131579,-2.454352,,,,,4.38,0.07,-0.06,0,,,,
CoRoT-13,b,CoRoT-13 b,Transit,1,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.000000,,,0,88.020,0.340,-0.360,0,2.34000,0.23000,-0.23000,0,0,1060.00,100.00,-100.00,0,1184.91,61.25,-61.25,0,5945.00,90.00,-90.00,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,2014-05-14,157.800,7.700,-7.700,0,1700,,,0,415.70400,20.97600,-20.97600,0,9.920,0.157,-0.157,0,0.1308000,0.0004000,-0.0004000,0,CoRoT,0,217.398629,-2.439602,22.45,0.01,-0.01,0,4.46,0.05,-0.05,0,,,,
CoRoT-14,b,CoRoT-14 b,Transit,1,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,79.600,0.800,-0.800,0,7.30000,1.50000,-1.50000,0,0,1340.00,110.00,-110.00,0,1826.96,166.60,-166.60,0,6035.00,100.00,-100.00,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,2014-05-14,1230.000,34.000,-34.000,0,1952,66,-66,0,2415.40000,190.70000,-190.70000,0,12.220,0.780,-0.780,0,0.0693000,0.0018000,-0.0018000,0,CoRoT,0,218.117909,-2.020520,,,,,4.35,0.15,-0.15,0,,,,
CoRoT-16,b,CoRoT-16 b,Transit,1,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.44000,0.21000,-0.14000,0,0,840.00,90.00,-90.00,0,745.96,34.71,-34.71,0,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,2014-05-14,61.960,9.470,-9.350,0,,,,,170.03200,27.01400,-26.37900,0,13.110,1.790,-1.570,0,0.0996000,0.0038000,-0.0038000,0,CoRoT,0,25.614290,1.101176,,,,,4.36,0.10,-0.10,0,,,,
CoRoT-17,b,CoRoT-17 b,Transit,1,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,88.340,1.540,-1.540,0,2.82000,0.38000,-0.38000,0,0,920.00,50.00,-50.00,0,1214.51,57.74,-57.74,0,5740.00,80.00,-80.00,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,2014-05-14,312.400,29.000,-29.000,0,1626,31,-31,0,772.29000,95.34000,-95.34000,0,11.430,0.780,-0.780,0,0.1966670,,,0,CoRoT,0,25.152987,0.666416,54.77,0.01,-0.01,0,4.40,0.10,-0.10,0,,,,
CoRoT-18,b,CoRoT-18 b,Transit,1,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,86.500,1.400,-0.900,0,2.20000,0.80000,-0.80000,0,0,870.00,90.00,-90.00,0,780.87,27.57,-27.57,0,5440.00,100.00,-100.00,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,2014-05-14,590.000,14.000,-14.000,0,1550,90,-90,0,1102.82000,120.77000,-120.77000,0,14.680,2.020,-2.020,0,0.0995000,0.0015000,-0.0015000,0,CoRoT,0,210.819116,-4.184836,29.55,0.02,-0.02,0,4.40,0.10,-0.10,0,,,,
CoRoT-19,b,CoRoT-19 b,Transit,1,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,0.71000,0.06000,-0.06000,0,0,770.00,160.00,-160.00,0,807.99,26.81,-26.81,0,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2014-05-14,126.000,6.000,-6.000,0,2000,150,-150,0,352.78000,19.07000,-19.07000,0,14.460,0.340,-0.340,0,0.1958000,0.0042000,-0.0042000,0,CoRoT,0,210.420555,-5.261174,24.16,0.09,-0.09,0,4.07,0.03,-0.03,0,0.544,0.024,-0.026,0
CoRoT-2,b,CoRoT-2 b,Transit,1,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,1.47000,0.08000,-0.07400,0,1,200.00,,,0,214.56,2.47,-2.47,0,5625.00,120.00,-120.00,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,2014-05-14,603.000,18.000,-18.000,0,,,,,1102.82000,69.92000,-69.92000,0,16.432,0.471,-0.493,0,0.0944600,0.0001100,-0.0001000,0,CoRoT,0,38.262664,-7.290910,23.25,0.01,-0.01,0,,,,,,,,
CoRoT-21,b,CoRoT-21 b,Transit,1,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,0.000000,,,0,86.800,2.100,-2.100,0,1.36000,0.48000,-0.48000,0,0,1398.83,286.45,-286.45,0,1398.83,286.45,-286.45,0,6200.00,100.00,-100.00,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,2018-12-06,274.000,35.000,-35.000,0,,,,,718.29580,98.52730,-98.52730,0,14.572,1.569,-1.569,0,0.1983333,,,0,CoRoT,0,212.374086,-1.744542,101.00,,,0,3.70,0.10,-0.10,0,,,,
CoRoT-22,b,CoRoT-22 b,Transit,1,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,0.24900,1.00000,-0.09700,0,0,592.00,25.00,-42.00,0,638.47,11.31,-11.31,0,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,2014-08-21,3.700,3.900,-3.900,0,885,53,-280,0,12.20000,14.00000,-8.80000,0,4.880,0.170,-0.390,0,0.1872000,0.0016000,-0.0016000,0,CoRoT,0,37.482976,4.775094,,,,,4.36,0.07,-0.03,0,,,,
CoRoT-23,b,CoRoT-23 b,Transit,1,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,3.00000,1.10000,-1.10000,0,0,600.00,50.00,-50.00,0,1092.40,45.90,-45.90,0,5900.00,100.00,-100.00,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,2014-05-14,377.000,34.000,-34.000,0,1660,,,0,889.90000,95.30000,-95.30000,0,11.770,1.460,-1.460,0,0.1620000,0.0023000,-0.0023000,0,CoRoT,0,35.417464,4.719742,-35.18,0.00,0.00,0,4.30,0.20,-0.20,0,,,,
